2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.as.jpa.container.AbstractEntityManager.persist(AbstractEntityManager.java:580)
2020-04-21 15:05:58 ERROR stderr:71 - 	at ejbholidaybookingapp.BookingRequestAppBean.addHolidayRequest(BookingRequestAppBean.java:49)
2020-04-21 15:05:58 ERROR stderr:71 - 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
2020-04-21 15:05:58 ERROR stderr:71 - 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
2020-04-21 15:05:58 ERROR stderr:71 - 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
2020-04-21 15:05:58 ERROR stderr:71 - 	at java.lang.reflect.Method.invoke(Method.java:498)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.as.ee.component.ManagedReferenceMethodInterceptor.processInvocation(ManagedReferenceMethodInterceptor.java:52)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:422)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.invocation.InterceptorContext$Invocation.proceed(InterceptorContext.java:509)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.as.weld.interceptors.Jsr299BindingsInterceptor.delegateInterception(Jsr299BindingsInterceptor.java:79)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.as.weld.interceptors.Jsr299BindingsInterceptor.doMethodInterception(Jsr299BindingsInterceptor.java:89)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.as.weld.interceptors.Jsr299BindingsInterceptor.processInvocation(Jsr299BindingsInterceptor.java:102)
2020-04-21 15:05:58 ERROR stderr:71 - 	at org.jboss.as.ee.component.interceptors.UserInterceptorFactory$1.processInvocation(UserInterceptorFactory.java:63)
